date_num	date	a	b	close	d	e	f	g	h	i
2001,509033	4-Jul-2001	463435	336680.91	-13.84	83.82	-15.25	-11.52	83.62	-12.92	-9.60
2001,536255	14-Jul-2001	455754	332861.69	-12.20	83.25	-14.30	-9.85	83.12	-11.96	-9.35
2001,563355	24-Jul-2001	449711	330002.59	-15.78	84.74	-13.51	-13.41	84.65	-11.16	-9.45
2001,590576	3-Aug-2001	443014	325287.41	-11.15	84.85	-12.72	-8.82	84.83	-10.37	-9.71
2001,617676	13-Aug-2001	457960	337431.59	-13.41	84.16	-11.67	-11.06	84.07	-9.32	-9.80
2001,644898	23-Aug-2001	457137	336115.00	-13.09	85.84	-10.21	-10.71	85.94	-7.84	-9.49
2001,671997	2-Sep-2001	449537	331384.31	-9.49	85.92	-8.41	-7.12	86.17	-6.04	-8.82
2001,699219	12-Sep-2001	447166	329265.81	-3.04	86.14	-6.69	-0.65	86.50	-4.31	-8.09
2001,72644	22-Sep-2001	446135	328962.91	-3.39	84.35	-5.56	-1.02	84.69	-3.17	-7.77
2001,75354	2-Oct-2001	451810	333634.59	-0.99	83.95	-5.21	1.40	84.29	-2.82	-8.01
2001,780762	11-Oct-2001	456477	335626.09	-6.66	84.41	-5.43	-4.25	84.74	-3.03	-8.54
2001,807861	21-Oct-2001	456359	334477.31	-10.65	88.01	-5.76	-8.24	88.29	-3.34	-8.89
2001,835083	31-Oct-2001	457541	335324.09	-5.36	86.53	-5.96	-2.94	86.91	-3.54	-8.86
2001,862183	10-Nov-2001	460509	336671.59	-2.20	85.92	-6.21	0.23	86.23	-3.78	-8.63
2001,889404	20-Nov-2001	425295	310058.69	-6.23	84.63	-6.78	-3.79	84.70	-4.34	-8.54
2001,916504	30-Nov-2001	465064	338868.69	-6.85	83.72	-7.70	-4.40	83.71	-5.25	-8.67
2001,943726	10-Dec-2001	464691	336745.91	-11.23	83.16	-8.76	-8.76	83.07	-6.30	-8.86
2001,970825	20-Dec-2001	464322	336731.50	-10.45	83.89	-9.71	-7.98	83.78	-7.24	-8.94
2001,998047	30-Dec-2001	467235	337776.19	-8.25	84.71	-10.44	-5.77	84.62	-7.97	-8.86
2002,025269	9-Jan-2002	458572	330952.41	-13.65	84.74	-10.96	-11.16	84.45	-8.48	-8.65
2002,052368	19-Jan-2002	462666	333589.59	-11.73	82.11	-11.28	-9.26	81.75	-8.79	-8.35
2002,07959	29-Jan-2002	466100	337208.91	-10.07	83.23	-11.42	-7.61	82.93	-8.93	-8.00
2002,10669	7-Feb-2002	464939	335432.31	-12.82	82.89	-11.50	-10.31	82.55	-9.00	-7.70
2002,133911	17-Feb-2002	468415	338063.19	-11.83	83.04	-11.62	-9.31	82.69	-9.11	-7.53
2002,161011	27-Feb-2002	460917	332203.09	-8.42	81.32	-11.89	-5.88	80.90	-9.36	-7.56
2002,188232	9-Mar-2002	463173	333776.50	-13.84	82.91	-12.31	-11.32	82.25	-9.77	-7.79
2002,215332	19-Mar-2002	462179	332079.19	-13.89	82.06	-12.79	-11.34	81.40	-10.24	-8.07
2002,242554	29-Mar-2002	466094	335146.50	-13.19	83.96	-13.26	-10.63	83.27	-10.70	-8.31
2002,269653	8-Apr-2002	463944	332443.19	-11.49	82.62	-13.71	-8.90	82.05	-11.13	-8.48
2002,296875	18-Apr-2002	433538	311122.91	-16.34	80.25	-14.13	-13.77	79.64	-11.55	-8.60
2002,324097	28-Apr-2002	461059	332306.69	-14.46	80.89	-14.52	-11.85	80.43	-11.93	-8.65
2002,351196	8-May-2002	468759	337145.69	-14.93	81.10	-14.89	-12.32	80.53	-12.29	-8.68
2002,378418	18-May-2002	480748	345809.69	-14.03	82.81	-15.27	-11.42	82.36	-12.66	-8.76
2002,405518	28-May-2002	480310	345408.41	-14.91	81.42	-15.59	-12.30	81.03	-12.98	-8.89
2002,432739	6-Jun-2002	478850	346626.41	-18.89	81.43	-15.62	-16.29	80.99	-13.02	-8.86
2002,459839	16-Jun-2002	474824	345334.31	-17.83	80.25	-15.14	-15.23	79.85	-12.54	-8.50
2002,487061	26-Jun-2002	472919	343859.91	-13.07	82.81	-14.09	-10.48	82.41	-11.48	-7.75
2002,51416	6-Jul-2002	476805	347068.59	-13.61	84.10	-12.60	-11.00	83.87	-9.99	-6.79
2002,541382	16-Jul-2002	468440	342747.50	-10.97	84.14	-10.90	-8.35	84.13	-8.29	-5.84
2002,568481	26-Jul-2002	469184	344549.50	-8.90	85.15	-9.21	-6.29	85.33	-6.59	-5.07
2002,595703	5-Aug-2002	467206	342773.09	-6.92	83.40	-7.71	-4.32	83.61	-5.09	-4.64
2002,622925	15-Aug-2002	467574	343881.69	-3.97	86.14	-6.52	-1.35	86.44	-3.90	-4.60
2002,650024	25-Aug-2002	463771	342174.19	-6.66	88.11	-5.60	-4.03	88.45	-2.97	-4.84
2002,677246	4-Sep-2002	462445	341597.59	-5.39	92.58	-4.81	-2.76	92.99	-2.17	-5.15
2002,704346	14-Sep-2002	463055	340799.00	-4.20	92.38	-4.00	-1.54	92.80	-1.35	-5.30
2002,731567	24-Sep-2002	464519	341310.81	-2.24	91.64	-3.14	0.42	92.05	-0.47	-5.20
2002,758667	3-Oct-2002	464650	340812.91	-3.70	91.46	-2.28	-1.02	91.82	0.39	-4.88
2002,785889	13-Oct-2002	465878	341487.19	-1.13	95.76	-1.60	1.56	96.28	1.08	-4.46
2002,812988	23-Oct-2002	463071	338251.91	2.86	96.10	-1.32	5.57	96.64	1.37	-4.15
2002,84021	2-Nov-2002	467194	341276.41	-1.98	95.04	-1.56	0.68	95.36	1.13	-4.12
2002,86731	12-Nov-2002	473042	344591.09	-1.46	92.65	-2.28	1.22	92.91	0.42	-4.32
2002,894531	22-Nov-2002	476314	344851.41	-2.92	91.69	-3.29	-0.21	91.87	-0.57	-4.63
2002,921753	2-Dec-2002	476671	344162.69	-5.40	91.56	-4.38	-2.66	91.71	-1.65	-4.91
2002,948853	12-Dec-2002	478361	343371.59	-5.68	91.94	-5.38	-2.92	92.09	-2.64	-5.04
2002,976074	22-Dec-2002	481306	345741.09	-5.72	90.15	-6.18	-2.97	90.22	-3.44	-4.98
2003,003174	1-Jan-2003	481332	346090.31	-7.88	89.65	-6.67	-5.14	89.45	-3.92	-4.67
2003,030396	11-Jan-2003	481369	347118.81	-10.39	90.61	-6.80	-7.62	90.32	-4.04	-4.08
2003,057495	20-Jan-2003	472170	340525.31	-4.53	87.68	-6.71	-1.80	87.53	-3.96	-3.41
2003,084717	30-Jan-2003	480404	346990.81	-5.52	87.44	-6.72	-2.74	87.21	-3.96	-2.95
2003,111816	9-Feb-2003	478605	345814.59	-4.09	86.95	-7.01	-1.34	86.75	-4.24	-2.88
2003,139038	19-Feb-2003	478913	345825.00	-9.63	88.55	-7.51	-6.85	88.26	-4.73	-3.10
2003,166138	1-Mar-2003	471223	339320.81	-9.64	89.53	-7.97	-6.84	89.15	-5.18	-3.35
2003,193359	11-Mar-2003	477875	344150.31	-8.79	90.44	-8.21	-6.01	90.07	-5.41	-3.39
2003,220459	21-Mar-2003	478259	344419.69	-7.53	88.42	-8.30	-4.71	88.03	-5.48	-3.27
2003,247681	31-Mar-2003	473641	340777.59	-7.43	86.66	-8.41	-4.60	86.32	-5.59	-3.15
2003,274902	10-Apr-2003	457051	328674.09	-8.14	85.28	-8.69	-5.31	84.88	-5.85	-3.14
2003,302002	20-Apr-2003	475093	342688.59	-9.25	86.30	-9.11	-6.41	85.80	-6.26	-3.24
2003,329224	30-Apr-2003	478054	344267.41	-10.24	85.95	-9.58	-7.37	85.56	-6.73	-3.38
2003,356323	10-May-2003	484144	348624.41	-10.32	84.80	-10.05	-7.45	84.40	-7.18	-3.51
2003,383545	19-May-2003	476264	344070.41	-9.43	85.59	-10.50	-6.55	85.21	-7.62	-3.68
2003,410645	29-May-2003	478279	345217.69	-10.65	83.48	-10.89	-7.76	83.14	-8.01	-3.89
2003,437866	8-Jun-2003	476053	343631.19	-13.61	83.88	-11.12	-10.73	83.58	-8.24	-4.09
2003,464966	18-Jun-2003	474498	343901.31	-10.62	82.46	-11.06	-7.74	82.39	-8.18	-4.18
2003,492188	28-Jun-2003	472657	343134.19	-12.40	83.25	-10.65	-9.51	83.24	-7.76	-4.11
2003,519287	8-Jul-2003	472237	345183.91	-10.25	84.41	-9.94	-7.36	84.45	-7.05	-3.98
2003,546509	18-Jul-2003	468807	343924.00	-7.87	85.02	-9.03	-5.00	85.24	-6.14	-3.85
2003,573731	28-Jul-2003	462796	340435.81	-9.00	86.43	-7.99	-6.10	86.61	-5.10	-3.77
2003,60083	7-Aug-2003	463840	341108.41	-6.48	85.65	-6.81	-3.60	86.05	-3.92	-3.68
2003,628052	17-Aug-2003	464627	341525.59	-8.24	85.55	-5.46	-5.33	85.93	-2.56	-3.49
2003,655151	27-Aug-2003	464638	341903.81	-2.27	88.78	-4.02	0.63	89.24	-1.12	-3.21
2003,682373	6-Sep-2003	461722	341390.41	-1.05	87.13	-2.66	1.84	87.61	0.25	-2.93
2003,709473	15-Sep-2003	421051	310627.00	-2.08	87.16	-1.49	0.83	87.74	1.42	-2.70
2003,736694	25-Sep-2003	461362	340454.69	-0.59	88.75	-0.57	2.33	89.39	2.35	-2.50
2003,763794	5-Oct-2003	460487	339943.09	1.60	89.56	0.05	4.52	90.22	2.98	-2.36
2003,791016	15-Oct-2003	465592	342583.31	0.22	88.96	0.23	3.16	89.51	3.17	-2.38
2003,818115	25-Oct-2003	464118	341195.50	3.95	90.58	-0.10	6.90	91.24	2.85	-2.64
2003,845337	4-Nov-2003	467282	343547.69	-1.21	90.37	-0.86	1.72	90.90	2.12	-3.05
2003,872559	14-Nov-2003	405682	296773.91	-3.06	87.59	-1.71	-0.12	88.01	1.29	-3.34
2003,899658	24-Nov-2003	81829	59231.90	-5.96	94.56	-2.35	-2.76	94.70	0.67	-3.25
2003,92688	4-Dec-2003	472820	342312.69	-1.11	87.15	-2.70	1.89	87.33	0.33	-2.77
2003,95398	14-Dec-2003	478832	345884.31	-0.81	85.64	-2.89	2.20	85.81	0.14	-2.09
2003,981201	24-Dec-2003	484426	348676.81	-4.55	85.41	-3.06	-1.52	85.36	-0.02	-1.41
2004,008301	3-Jan-2004	484024	348888.00	-5.42	85.11	-3.28	-2.39	84.90	-0.24	-0.84
2004,0354	12-Jan-2004	475554	341344.50	-0.74	87.18	-3.69	2.32	87.20	-0.65	-0.57
2004,0625	22-Jan-2004	474247	340621.59	-1.50	86.22	-4.41	1.55	86.13	-1.36	-0.72
2004,0896	1-Feb-2004	482153	347120.59	-5.32	84.05	-5.36	-2.27	83.78	-2.30	-1.22
2004,116699	11-Feb-2004	348570	251264.41	-11.11	86.05	-6.22	-8.10	85.48	-3.14	-1.72
2004,143799	21-Feb-2004	301505	216764.00	-7.32	83.24	-6.68	-4.14	82.81	-3.59	-1.92
2004,170898	2-Mar-2004	481309	346611.59	-5.50	84.90	-6.72	-2.40	84.44	-3.61	-1.74
2004,197998	12-Mar-2004	479280	345187.19	-7.21	85.88	-6.55	-4.11	85.45	-3.43	-1.38
2004,225098	22-Mar-2004	476235	342556.19	-5.95	86.62	-6.44	-2.81	86.31	-3.31	-1.06
2004,252197	1-Apr-2004	376307	270489.69	-5.22	87.55	-6.55	-2.07	86.99	-3.41	-0.93
2004,279175	11-Apr-2004	477353	342829.59	-6.91	87.76	-7.03	-3.77	87.18	-3.89	-1.14
2004,306274	21-Apr-2004	477856	344217.00	-5.25	86.00	-7.91	-2.09	85.39	-4.76	-1.69
2004,333374	1-May-2004	481968	347252.00	-9.67	83.55	-9.04	-6.52	83.11	-5.89	-2.49
2004,360474	10-May-2004	483783	348472.81	-10.99	83.57	-10.14	-7.84	83.06	-6.99	-3.28
2004,387573	20-May-2004	479701	345150.41	-13.90	86.05	-10.87	-10.75	85.53	-7.72	-3.75
2004,414673	30-May-2004	479534	345537.50	-10.79	84.11	-11.03	-7.64	83.77	-7.87	-3.74
2004,441773	9-Jun-2004	480036	345914.59	-12.46	83.28	-10.57	-9.30	83.02	-7.41	-3.27
2004,468872	19-Jun-2004	472118	342508.31	-11.74	84.41	-9.66	-8.56	84.20	-6.50	-2.54
2004,495972	29-Jun-2004	463312	336771.19	-5.98	83.31	-8.58	-2.83	83.28	-5.42	-1.84
2004,523071	9-Jul-2004	468236	340750.69	-6.15	84.11	-7.58	-2.99	84.07	-4.42	-1.44
2004,550171	19-Jul-2004	468055	341990.00	-6.97	86.17	-6.69	-3.82	86.20	-3.54	-1.37
2004,577271	29-Jul-2004	461955	340263.91	-7.89	83.96	-5.75	-4.74	84.09	-2.60	-1.41
2004,60437	8-Aug-2004	462182	340936.91	-5.75	85.30	-4.58	-2.59	85.58	-1.42	-1.33
2004,63147	18-Aug-2004	466520	343997.59	-2.24	87.27	-3.17	0.91	87.74	0.00	-1.07
2004,658569	28-Aug-2004	462982	342465.00	-1.47	88.21	-1.67	1.72	88.65	1.51	-0.72
2004,685669	6-Sep-2004	459459	340559.09	-1.09	89.08	-0.32	2.10	89.63	2.86	-0.44
2004,712647	16-Sep-2004	458587	340044.19	4.54	90.08	0.70	7.73	90.71	3.89	-0.33
2004,739746	26-Sep-2004	460318	340425.81	0.86	87.65	1.29	4.06	88.29	4.49	-0.43
2004,766846	6-Oct-2004	460514	340703.59	1.47	89.30	1.47	4.66	90.04	4.68	-0.70
2004,793945	16-Oct-2004	452769	333500.81	3.23	87.73	1.33	6.48	88.47	4.55	-1.01
2004,821045	26-Oct-2004	459414	338099.50	0.07	88.42	1.02	3.28	88.92	4.25	-1.22
2004,848145	5-Nov-2004	468700	342718.09	0.37	88.64	0.65	3.61	89.20	3.90	-1.22
2004,875244	15-Nov-2004	469369	342481.91	1.15	88.71	0.35	4.41	89.18	3.61	-0.95
2004,902344	25-Nov-2004	468501	339902.50	-2.47	87.74	0.16	0.83	88.03	3.43	-0.41
2004,929443	5-Dec-2004	477108	345803.50	1.51	87.15	-0.00	4.78	87.44	3.28	0.26
2004,956543	15-Dec-2004	470108	339093.69	0.07	87.53	-0.32	3.37	87.74	2.97	0.82
