museo	nazione	licenza	tipo	anno	nopere
Bibliothek der Friedrich-Ebert-Stiftung	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2015	107894
Bibliothek der Friedrich-Ebert-Stiftung	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2014	54927
Biblioteka Cyfrowa UMCS	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	6773
Biblioteka Cyfrowa UMCS	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	5640
Biblioteka Cyfrowa UMCS	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	253
Biblioteka Cyfrowa UMCS	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2
MBLWHOI Library	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	12586
Region Skånes medicinhistoriska samlingar	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2014	10849
Region Skånes medicinhistoriska samlingar	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	440
Region Skånes medicinhistoriska samlingar	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	1047
Stiftinga Sunnmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	7718
Stiftinga Sunnmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	3
Stiftinga Sunnmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2603
Stiftinga Sunnmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	980
Stiftinga Sunnmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2016	414
Stiftinga Sunnmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	448
Stiftinga Sunnmøre Museum	norway	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	3
Stiftinga Sunnmøre Museum	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	3
Music Library of Greece of The Friends of Music Society	greece	http://creativecommons.org/licenses/by-nc-sa/3.0/	VIDEO	2016	808
Music Library of Greece of The Friends of Music Society	greece	http://creativecommons.org/licenses/by-nc-sa/3.0/	TEXT	2016	176
Music Library of Greece of The Friends of Music Society	greece	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	1398
Music Library of Greece of The Friends of Music Society	greece	http://creativecommons.org/licenses/by-nc-sa/3.0/	SOUND	2016	1314
Music Library of Greece of The Friends of Music Society	greece	http://creativecommons.org/licenses/by-nc/4.0/	SOUND	2016	3295
Music Library of Greece of The Friends of Music Society	greece	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	4999
Nuova Biblioteca Manoscritta, Regione del Veneto	italy	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	11891
Stedelijk Museum Zutphen	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	11741
Aikaterini Laskaridis Foundation	greece	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	11697
SNM - Prírodovedné múzeum v Bratislave	slovakia	http://www.europeana.eu/rights/unknown/	IMAGE	2014	11437
Central Library of Zurich	switzerland	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	78
Central Library of Zurich	switzerland	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	11313
The British Library	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	24990
The British Library	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	49890
The British Library	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	607
The British Library	united kingdom	http://www.europeana.eu/rights/rr-f/	TEXT	2014	177
The British Library	united kingdom	http://creativecommons.org/licenses/by/3.0/	TEXT	2014	38
The British Library	united kingdom	http://creativecommons.org/licenses/by-nc/3.0/	TEXT	2014	13
The British Library	united kingdom	http://www.europeana.eu/rights/unknown/	TEXT	2014	17
The British Library	united kingdom	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2014	47
The British Library	united kingdom	http://creativecommons.org/licenses/by-nc-nd/3.0/	TEXT	2014	3
The British Library	united kingdom	http://creativecommons.org/licenses/by-nc/3.0/	SOUND	2014	1901
The British Library	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	74
The British Library	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2013	70
The British Library	united kingdom	http://creativecommons.org/licenses/by-nc-nd/3.0/	TEXT	2013	1
The British Library	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	489
The British Library	united kingdom	http://www.europeana.eu/rights/rr-f/	SOUND	2016	46653
The British Library	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	SOUND	2016	4
The British Library	united kingdom	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	129
The British Library	united kingdom	http://www.europeana.eu/rights/rr-f/	TEXT	2016	192
The British Library	united kingdom	http://creativecommons.org/licenses/by/4.0/	SOUND	2016	1160
The British Library	united kingdom	http://creativecommons.org/licenses/by/4.0/	IMAGE	2016	320
The British Library	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2014	4
The British Library	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2014	2
The British Library	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	26372
Slovenian Museum of Natural History (Prirodoslovni muzej Slovenije)	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	11333
Slovenian Museum of Natural History (Prirodoslovni muzej Slovenije)	slovenia	http://www.europeana.eu/rights/rr-f/	SOUND	2014	21
Slovenian Museum of Natural History (Prirodoslovni muzej Slovenije)	slovenia	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	16
Contemporary Social History Archives (ASKI)	greece	http://www.europeana.eu/rights/rr-f/	TEXT	2016	10164
Contemporary Social History Archives (ASKI)	greece	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1178
University of California Libraries (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	11267
Chełmska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	3745
Chełmska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	6086
Chełmska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1305
Chełmska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	67
Ministrstvo za kulturo, Direktorat za kulturno dediščino, INDOK center (fototeka - diapozitivi), Slovenija	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	11156
Eesti Maanteemuuseum	estonia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	11129
Fundación Albéniz	spain	http://www.europeana.eu/rights/rr-p/	VIDEO	2015	4130
Fundación Albéniz	spain	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	6502
Fundación Albéniz	spain	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	457
S.L. Steinheim-Institut, epidat	germany	http://creativecommons.org/licenses/by/4.0/	IMAGE	2014	11057
National Széchényi Library - Hungarian Electronic Library	hungary	http://www.europeana.eu/rights/unknown/	TEXT	2015	10963
Finnmark Fylkesbibliotek	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	2344
Finnmark Fylkesbibliotek	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	3336
Finnmark Fylkesbibliotek	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2016	192
Finnmark Fylkesbibliotek	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2015	1102
Finnmark Fylkesbibliotek	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2949
Finnmark Fylkesbibliotek	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	509
Finnmark Fylkesbibliotek	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2016	124
Finnmark Fylkesbibliotek	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	337
German Archaeological Institute	germany	http://creativecommons.org/licenses/by-sa/	TEXT	2015	1293
German Archaeological Institute	germany	http://creativecommons.org/licenses/by-sa/3.0/	TEXT	2015	179500
Digitales Kunst- und Kulturarchiv Düsseldorf	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	807
Digitales Kunst- und Kulturarchiv Düsseldorf	germany	http://www.europeana.eu/rights/rr-r/	IMAGE	2015	9470
Digitales Kunst- und Kulturarchiv Düsseldorf	germany	http://www.europeana.eu/rights/unknown/	IMAGE	2015	505
Digitales Kunst- und Kulturarchiv Düsseldorf	germany	http://www.europeana.eu/rights/rr-r/	SOUND	2015	8
Digitales Kunst- und Kulturarchiv Düsseldorf	germany	http://www.europeana.eu/rights/rr-r/	VIDEO	2015	2
Bieses	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	10585
Bieses	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	149
National Széchényi Library	hungary	http://www.europeana.eu/rights/rr-f/	SOUND	2014	204
National Széchényi Library	hungary	http://www.europeana.eu/rights/rr-f/	TEXT	2014	10421
National Széchényi Library	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2016	82
National Széchényi Library	hungary	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
CODA Museum	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	10580
DEXTRA Photo	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	12
DEXTRA Photo	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	3752
DEXTRA Photo	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2014	6204
DEXTRA Photo	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2016	399
DEXTRA Photo	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	35
DEXTRA Photo	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	87
DEXTRA Photo	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	35
DEXTRA Photo	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2
DEXTRA Photo	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Wejherowska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	2929
Wejherowska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	7068
Wejherowska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	331
Wejherowska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	70
Biblioteca Valenciana Digital	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	8892
Biblioteca Valenciana Digital	spain	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	62
Biblioteca Valenciana Digital	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	328
Biblioteca Valenciana Digital	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2016	1
Biblioteca Valenciana Digital	spain	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1053
Регионална библиотека ПЕНЧО СЛАВЕЙКОВ - Варна/Public Library - Varna	bulgaria	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	10285
LMTA (DIZI)	lithuania	http://creativecommons.org/licenses/by/4.0/	SOUND	2016	5563
LMTA (DIZI)	lithuania	http://creativecommons.org/licenses/by/4.0/	SOUND	2015	4671
Wien Museum	austria	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	4845
Wien Museum	austria	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	5234
Rijksmuseum	netherlands	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	142640
Rijksmuseum	netherlands	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2014	1
Bundesanstalt für Wasserbau	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	10025
Festival International de Films de Femmes de Créteil, FIFF, Paris, France	france	http://www.europeana.eu/rights/rr-r/	TEXT	2015	7099
Festival International de Films de Femmes de Créteil, FIFF, Paris, France	france	http://www.europeana.eu/rights/rr-r/	IMAGE	2015	2552
Festival International de Films de Femmes de Créteil, FIFF, Paris, France	france	http://www.europeana.eu/rights/rr-r/	VIDEO	2015	367
The Library of The Jewish Theological Seminary	united states of america	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2014	2191
The Library of The Jewish Theological Seminary	united states of america	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2014	7356
The Library of The Jewish Theological Seminary	united states of america	http://creativecommons.org/licenses/by-nc-sa/4.0/	VIDEO	2014	85
The Library of The Jewish Theological Seminary	united states of america	http://creativecommons.org/licenses/by-nc-sa/4.0/	SOUND	2014	292
Staatliche Graphische Sammlung München / Digitaler Portraitindex	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	9760
Eesti Põllumajandusmuuseum	estonia	http://www.europeana.eu/rights/unknown/	IMAGE	2015	9685
Llyfrgell Genedlaethol Cymru / The National Library of Wales	united kingdom	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	9644
Kungliga biblioteket	sweden	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	1503
Kungliga biblioteket	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	8114
Kungliga biblioteket	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Gol bygdearkiv	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1113
Gol bygdearkiv	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3107
Gol bygdearkiv	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5363
Roskilde lokalhistoriske Arkiv	denmark	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	9158
Roskilde lokalhistoriske Arkiv	denmark	http://www.europeana.eu/rights/rr-f/	TEXT	2015	334
Roskilde lokalhistoriske Arkiv	denmark	http://www.europeana.eu/rights/rr-f/	SOUND	2015	2
Roskilde lokalhistoriske Arkiv	denmark	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	1
Biblioteca Academiei Române	romania	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	6287
Biblioteca Academiei Române	romania	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3083
Biblioteca Academiei Române	romania	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2016	52
Etnografiska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	27957
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	TEXT	2014	8054
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	TEXT	2015	6070
Etnografiska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	7251
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2014	67837
Etnografiska museet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2014	16616
Etnografiska museet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2016	4150
Etnografiska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2814
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	7121
Etnografiska museet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2015	593
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	1164
Etnografiska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1673
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-sa/2.5/	IMAGE	2014	300
Etnografiska museet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	167
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-sa/2.5/	IMAGE	2015	4
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-sa/2.5/	TEXT	2014	1
Etnografiska museet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	VIDEO	2014	11
Etnografiska museet	sweden	http://www.europeana.eu/rights/unknown/	IMAGE	2014	4
DANS-KNAW	netherlands	http://www.europeana.eu/rights/rr-f/	TEXT	2015	9352
Bialska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	6423
Bialska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	1357
Bialska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1511
Bialska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	36
Prirodoslovni muzej Slovenije	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	9258
SNM - Historické múzeum v Bratislave	slovakia	http://www.europeana.eu/rights/unknown/	IMAGE	2014	9184
http://sapienzadigitallibrary.uniroma1.it/identifier/RMS66	italy	http://www.europeana.eu/rights/rr-f/	TEXT	2015	9153
Bulgariana	bulgaria	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	9071
KADOC - KU Leuven	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	8934
Hiiumaa Muuseumid SA	estonia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	8795
Kunsthistorisches Museum	austria	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2
Kunsthistorisches Museum	austria	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	8690
The Institute of Polish Culture University of Warsaw, IKP	poland	http://www.europeana.eu/rights/rr-r/	IMAGE	2013	8091
The Institute of Polish Culture University of Warsaw, IKP	poland	http://www.europeana.eu/rights/rr-r/	SOUND	2013	19
The Institute of Polish Culture University of Warsaw, IKP	poland	http://www.europeana.eu/rights/rr-r/	VIDEO	2013	388
The Institute of Polish Culture University of Warsaw, IKP	poland	http://www.europeana.eu/rights/rr-r/	TEXT	2013	138
The Institute of Polish Culture University of Warsaw, IKP	poland	http://www.europeana.eu/rights/rr-f/	SOUND	2013	25
The Institute of Polish Culture University of Warsaw, IKP	poland	http://creativecommons.org/licenses/by-nc/3.0/	VIDEO	2013	8
The Institute of Polish Culture University of Warsaw, IKP	poland	http://creativecommons.org/licenses/by-nc/3.0/	SOUND	2013	1
Stadtgeschichtliches Museum Leipzig	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2014	165495
Koninklijk museum voor Midden-Afrika - Musée royal de l'Afrique Centrale	europe	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2013	8435
Instituto del Patrimonio Cultural de España	spain	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	8360
Archives nationales du Grand-Duché de Luxembourg	luxembourg	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	736
Archives nationales du Grand-Duché de Luxembourg	luxembourg	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	407
Archives nationales du Grand-Duché de Luxembourg	luxembourg	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2015	6596
Archives nationales du Grand-Duché de Luxembourg	luxembourg	http://www.europeana.eu/rights/unknown/	TEXT	2015	584
Kommandør Chr. Christensens Hvalfangstmuseum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	933
Kommandør Chr. Christensens Hvalfangstmuseum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	2390
Kommandør Chr. Christensens Hvalfangstmuseum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	4959
Kommandør Chr. Christensens Hvalfangstmuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Kommandør Chr. Christensens Hvalfangstmuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Lietuvos teatro, muzikos ir kino muziejus / Lithuanian Theatre, Music and Cinema Museum	lithuania	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	8264
Biblioteka Cyfrowa Politechniki Lubelskiej	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	8122
Biblioteka Cyfrowa Politechniki Lubelskiej	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	113
Biblioteka Cyfrowa Politechniki Lubelskiej	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	1
Biblioteka Cyfrowa Politechniki Lubelskiej	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	9
OAPEN Foundation	netherlands	http://creativecommons.org/licenses/by-sa/4.0/	TEXT	2016	176
OAPEN Foundation	netherlands	http://creativecommons.org/licenses/by/4.0/	TEXT	2016	895
OAPEN Foundation	netherlands	http://creativecommons.org/licenses/by-nc/4.0/	TEXT	2016	1641
OAPEN Foundation	netherlands	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2016	2688
OAPEN Foundation	netherlands	http://www.europeana.eu/rights/rr-f/	TEXT	2016	2390
OAPEN Foundation	netherlands	http://creativecommons.org/licenses/by-nd/4.0/	TEXT	2016	428
OAPEN Foundation	netherlands	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2016	1
OAPEN Foundation	netherlands	 http://creativecommons.org/licenses/by/4.0/	TEXT	2016	1
Repositorio Institucional de la Universidad de Granada	spain	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	8187
Royal Museum for central Africa, Tervuren	belgium	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	7990
Royal Museum for central Africa, Tervuren	belgium	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	191
TMA	finland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	6083
TMA	finland	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	1997
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	TEXT	2016	14857
Bavarian State Library	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2016	659
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2016	6761
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	357
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	TEXT	2014	821599
Bavarian State Library	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2014	11427
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2014	59277
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2015	4506
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	IMAGE	2014	325
Bavarian State Library	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2276
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2014	2230
Bavarian State Library	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	150
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	TEXT	2015	61373
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	VIDEO	2016	25
Bavarian State Library	germany	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	4
Bavarian State Library	germany	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	20
Bavarian State Library	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2
Bavarian State Library	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	24
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	IMAGE	2016	1
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	64
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	VIDEO	2015	32
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	IMAGE	2015	35
Bavarian State Library	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	VIDEO	2014	1
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	VIDEO	2015	1
Bavarian State Library	germany	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	VIDEO	2014	2
National Board of Antiquities	finland	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	132103
Museen Muttenz	switzerland	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	8031
Museen Muttenz	switzerland	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	8
Narodowy Instytut Audiowizualny	poland	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	1030
Narodowy Instytut Audiowizualny	poland	http://www.europeana.eu/rights/rr-f/	SOUND	2015	5804
Narodowy Instytut Audiowizualny	poland	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	1183
Narodowy Instytut Audiowizualny	poland	http://creativecommons.org/licenses/by-nc-sa/4.0/	VIDEO	2015	12
Musées lausannois	switzerland	http://www.europeana.eu/rights/rr-p/	IMAGE	2014	7993
Svalbard museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	960
Svalbard museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1746
Svalbard museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5234
Svalbard museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	4
Leo Baeck Institute/Center for Jewish History	united states of america	http://www.europeana.eu/rights/rr-f/	TEXT	2014	9264
Leo Baeck Institute/Center for Jewish History	united states of america	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	419
The Central National Library of Florence	italy	http://www.europeana.eu/rights/rr-f/	TEXT	2016	2944
The Central National Library of Florence	italy	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	954
The Central National Library of Florence	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	68
The Central National Library of Florence	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	150
The Central National Library of Florence	italy	http://www.europeana.eu/rights/rr-f/	TEXT	2014	3674
Library of Cyprus University of Technology	cyprus	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	3909
Library of Cyprus University of Technology	cyprus	http://www.europeana.eu/rights/rr-f/	TEXT	2016	15
Library of Cyprus University of Technology	cyprus	http://www.europeana.eu/rights/rr-f/	TEXT	2014	68
Library of Cyprus University of Technology	cyprus	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3759
Skoklosters slott	sweden	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	83
Skoklosters slott	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1176
Skoklosters slott	sweden	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	4928
Skoklosters slott	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	202
Skoklosters slott	sweden	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	5
Skoklosters slott	sweden	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	800
Skoklosters slott	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	467
Skoklosters slott	sweden	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	20
Bács-Kiskun Megyei Katona József Könyvtár - Kecskemét	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2016	7422
Bács-Kiskun Megyei Katona József Könyvtár - Kecskemét	hungary	http://www.europeana.eu/rights/rr-f/	TEXT	2016	237
